,Equity(4 [VWO]),Equity(2 [SPY]),Equity(3 [VNQ]),Equity(1 [LQD]),Equity(0 [DBC])
2023-11-27 00:00:00+00:00,-0.004679802955665169,-0.0018010103228640606,0.0036359077231693515,0.00811839242411172,-0.006661115736885881
2023-11-28 00:00:00+00:00,0.008166295471418117,0.00099014258053165,0.006620861961274205,0.003974215140048365,0.01215423302598495
2023-11-29 00:00:00+00:00,-0.0056455571919490355,-0.0007034049194380998,0.006949615289153721,0.008115837721125896,0.007039337474120222
2023-11-30 00:00:00+00:00,0.002962231547766203,0.0039374408833945385,0.007271382795168924,-0.005241749880228852,-0.016858552631578982
2023-12-01 00:00:00+00:00,0.004184100418409997,0.005915863277826672,0.02459317264162486,0.012040228528259256,-0.00460058552906728
2023-12-04 00:00:00+00:00,-0.008823529411764675,-0.005249401001960363,0.007284451874850717,-0.004572175048987548,-0.006722689075630228
2023-12-05 00:00:00+00:00,-0.0034619188921859445,-0.00019707022268933283,-0.006639004149377459,0.007967754030746121,-0.008883248730964466
2023-12-06 00:00:00+00:00,-0.001240694789081842,-0.004029785370127104,-0.0029836496001909296,0.00371989212312851,-0.02432778489116516
2023-12-07 00:00:00+00:00,0.003975155279503095,0.007630398451930809,0.002872875269331887,9.265264523294903e-05,0.0017497812773403787
2023-12-08 00:00:00+00:00,-0.004949269982677418,0.004299151081334607,-0.0016710432084029447,-0.005373355567908078,0.004366812227074357
2023-12-11 00:00:00+00:00,0.004476498383486627,0.003889613211647047,0.002749880439980812,-0.0002794336810730824,-0.003478260869565153
